id_ipm,id_kab_kota,NAMA_KAB_KOTA,PROVINSI,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
IPM489,489,Maybrat,Papua Barat Daya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"61,83"
IPM490,490,Tambrauw,Papua Barat Daya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"56,32"
IPM491,491,Kota Sorong,Papua Barat Daya,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"79,93"
IPM492,492,Merauke,Papua,"65,58","66,03","66,28","66,88","67,33","67,75","68,09","68,64","69,38","69,98","70,09","70,49","71,24","72,19",-
IPM493,493,Jayawijaya,Papua,"50,79","51,66","52,27","52,94","53,37","54,18","54,96","55,99","56,82","57,79","58,03","58,67","59,6","60,5",-
IPM494,494,Jayapura,Papua,"67,15","68,04","68,85","69,21","69,55","70,04","70,5","70,97","71,25","71,84","71,69","72,03","72,67","73,5","74,11"
IPM495,495,Nabire,Papua,"64,49","64,96","65,28","65,45","66,25","66,49","66,64","67,11","67,7","68,53","68,83","69,15","69,91","70,84",-
IPM496,496,Kepulauan Yapen,Papua,"63,5","63,82","64,11","64,34","64,89","65,28","65,55","66,07",67,"67,76","67,66","67,72","68,41","69,11","69,65"
IPM497,497,Biak Numfor,Papua,"68,22","68,8","69,05","69,35","70,32","70,85","71,13","71,56","71,96","72,57","72,19","72,33","72,85","73,46","73,98"
IPM498,498,Paniai,Papua,"52,57","53,02","53,34","53,7","53,93","54,2","54,34","54,91","55,83","56,58","56,31","56,7","57,14","57,91",-
IPM499,499,Puncak Jaya,Papua,"38,83","40,36","41,85","43,36","44,32","44,87","45,49","46,57","47,39","48,33","48,37","48,99","49,84","50,81",-
IPM500,500,Mimika,Papua,"67,96","68,74","68,95","69,5","70,4","70,89","71,64","72,42","73,15","74,13","74,19","74,48","75,08","75,91",-
IPM501,501,Boven Digoel,Papua,"56,15","56,89","57,45","57,96","58,21","59,02","59,35","60,14","60,83","61,51","61,53","61,62","62,52","63,46",-
IPM502,502,Mappi,Papua,"54,09","54,61","55,09","55,51","55,74","56,11","56,54","57,1","57,72","58,3","58,15","58,7","59,61","60,57",-
IPM503,503,Asmat,Papua,"43,69","44,58","45,08","45,54","45,91","46,62","47,31","48,49","49,37","50,37","50,55","51,29","52,22","53,19",-
IPM504,504,Yahukimo,Papua,"40,63","41,72","43,82","45,63","46,36","46,63","47,13","47,95","48,51","49,25","49,37","49,48","50,25","51,19",-
IPM505,505,Pegunungan Bintang,Papua,"35,45","36,61","37,82","38,94","39,68","40,91","41,9","43,24","44,22","45,21","45,44","46,28","47,21","48,18",-
IPM506,506,Tolikara,Papua,"43,44","44,41","44,86","45,68","46,16","46,38","47,11","47,89","48,85","49,68","49,5","49,6","50,51","51,48",-
IPM507,507,Sarmi,Papua,"56,98","57,96","59,03","59,51","60,48","60,99","61,27","62,31",63,"63,45","63,63","63,94","64,86","65,8","66,72"
IPM508,508,Keerom,Papua,60,"60,65","61,13","62,49","62,73","63,43","64,1","64,99","65,75","66,59","66,4","66,49","67,24","68,08","68,68"
IPM509,509,Waropen,Papua,"59,98","60,94","61,32","61,68","61,97","62,35","63,1","64,08","64,8","65,34","64,94","65,1","65,67","66,46","66,92"
IPM510,510,Supiori,Papua,"57,71","58,31","58,86","59,4","59,7","60,09","60,59","61,23","61,84","62,3","62,3","62,72","63,65","64,61","65,15"
IPM511,511,Mamberamo Raya,Papua,"44,89","45,82","46,62","47,28","47,88","48,29",49,"50,25","51,24","52,2","51,78","52,18","53,1","54,08",55
IPM512,512,Nduga,Papua,"19,62","21,12","23,07","24,42","25,38","25,47","26,56","27,87","29,42","30,75","31,55","32,84","34,1","35,19",-
IPM513,513,Lanny Jaya,Papua,"41,49","41,9","42,53","43,05","43,28","44,18","45,16","46,49","47,34",48,"47,86","48,68","49,62","50,56",-
IPM514,514,Mamberamo Tengah,Papua,"39,37","40,17","41,39","42,43","43,19","43,55","44,15","45,5","46,41","47,23","47,57","48,32","49,25","50,22",-
IPM515,515,Yalimo,Papua,"38,47","40,45","41,84","43,33","44,21","44,32","44,95","46,19","47,13","48,08","48,34","49,01","49,9","50,87",-
IPM516,516,Puncak,Papua,"33,44","35,08","36,85","37,73","38,05","39,41","39,96","41,06","41,81","42,7","43,04","43,17","43,87","44,59",-
IPM517,517,Dogiyai,Papua,"47,48","48,48","50,59","51,46","52,25","52,78","53,32","54,04","54,44","55,41","54,84",55,"55,72","56,7",-
IPM518,518,Intan Jaya,Papua,-,"40,07","41,89","42,69","43,51","44,35","44,82","45,68","46,55","47,51","47,79","48,34","49,25","50,19",-
IPM519,519,Deiyai,Papua,-,"46,12","46,94","47,74","48,12","48,28","48,5","49,07","49,55","50,11","49,46","49,96","50,42","51,18",-
IPM520,520,Kota Jayapura,Papua,"76,69","76,97","77,25","77,46","77,86","78,05","78,56","79,23","79,58","80,16","79,94","80,11","80,61","81,14","81,67"
IPM521,521,Merauke,Papua Selatan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"72,73"
IPM522,522,Boven Digoel,Papua Selatan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"64,26"
IPM523,523,Mappi,Papua Selatan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"61,51"
IPM524,524,Asmat,Papua Selatan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"53,92"
IPM525,525,Mimika,Papua Tengah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"76,85"
IPM526,526,Dogiyai,Papua Tengah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"57,68"
IPM527,527,Deiyai,Papua Tengah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"52,07"
IPM528,528,Nabire,Papua Tengah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"71,77"
IPM529,529,Paniai,Papua Tengah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"58,69"
IPM530,530,Intan Jaya,Papua Tengah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"50,71"
IPM531,531,Puncak,Papua Tengah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"45,6"
IPM532,532,Puncak Jaya,Papua Tengah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"51,78"
IPM533,533,Nduga,Papua Pegunungan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"36,3"
IPM534,534,Jayawijaya,Papua Pegunungan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"61,03"
IPM535,535,Lanny Jaya,Papua Pegunungan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"51,59"
IPM536,536,Tolikara,Papua Pegunungan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"52,05"
IPM537,537,Mamberamo Tengah,Papua Pegunungan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"50,72"
IPM538,538,Yalimo,Papua Pegunungan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"51,85"
IPM539,539,Yahukimo,Papua Pegunungan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"51,98"
IPM540,540,Pegunungan Bintang,Papua Pegunungan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"49,36"
